data_owner;data_contributors;site;geographical_position;geographical_position_specification;geographical_latitude;geographical_longitude;geographical_altitude;sampling_year;sampling_month;sampling_season;multiple_sampling;region;landuse_type;organism_groups;trophic_levels;sampling_methodology;file;stream_width
1505;Irz et al. 2023;Irz et al. 2023;03128640;France;46584 46184;45.13285706;-0.791311016;NA;2008 2005;5 5;NA;2;Temperate;NA;Fish;1;Pêche par ambiances;df_France_Irzetal_part1.xlsx;4
1506;Irz et al. 2023;Irz et al. 2023;01097500;France;45725 5067;43.25521848;-0.290303895;15;1994 2014;10 9;NA;2;Temperate;NA;Fish;1;Pêche par ambiances;df_France_Irzetal_part1.xlsx;6
1507;Irz et al. 2023;Irz et al. 2023;03207761;France;46347 46484;43.06566448;-1.195410423;NA;2006 2007;9 10;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1508;Irz et al. 2023;Irz et al. 2023;Course à Recques sur Course;France;46356 46504 46671;43.47598564;-0.753574527;NA;2006 2007 2008;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1509;Irz et al. 2023;Irz et al. 2023;03208743;France;46486 46666;44.72714846;-0.59775943;NA;2007 2008;10 9;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1510;Irz et al. 2023;Irz et al. 2023;Hem à Recques-sur-hem;France;46494 46669;43.13270342;-0.249668139;NA;2007 2008;9 9;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;12.5
1511;Irz et al. 2023;Irz et al. 2023;Crequoise à Hesmond;France;46505 46675 46871;45.23083803;0.677999688;NA;2007 2008 2010;9 9 10;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;4.4
1512;Irz et al. 2023;Irz et al. 2023;Canche à Maresquel Ecquemicourt;France;46358 46502 46673;44.54820804;0.872466287;NA;2006 2007 2008;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1513;Irz et al. 2023;Irz et al. 2023;03208168;France;47951 47950;44.90932516;-0.593872828;33;2006 2007;9 10;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1514;Irz et al. 2023;Irz et al. 2023;03209956;France;47916;45.08772194;0.511725979;0;1992;11;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8
1515;Irz et al. 2023;Irz et al. 2023;03213774;France;48479 48478 3840 3839;44.7191749;-0.473812814;NA;2006 2007 2012 2013;9 10 10 9;NA;4;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;13.5
1516;Irz et al. 2023;Irz et al. 2023;Cailly à Montville;France;47838;44.61421282;0.965254866;51;2007;10;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1517;Irz et al. 2023;Irz et al. 2023;03180787;France;48233 48235 48234;44.75703216;-1.115938158;NA;2008 2006 2007;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;17
1518;Irz et al. 2023;Irz et al. 2023;Cailly à Malaunay;France;47834 47833;43.40183817;-1.5576946;37;2007 2009;10 10;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;13.8
1519;Irz et al. 2023;Irz et al. 2023;03222346;France;49147 49148 49146 49145;43.44946024;-0.324472308;NA;2007 2006 2008 2012;9 9 9 10;NA;4;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;5
1520;Irz et al. 2023;Irz et al. 2023;03221949;France;47662 47663 47664;45.3893137;1.241596978;NA;2008 2007 2006;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1521;Irz et al. 2023;Irz et al. 2023;03208572;France;47255 47254;44.19583635;0.324102648;NA;2006 2007;9 10;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1522;Irz et al. 2023;Irz et al. 2023;03222338;France;47583 47584 47585;43.05215867;-0.598922874;NA;2008 2007 2006;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;5
1523;Irz et al. 2023;Irz et al. 2023;03222000;France;48837 48835 48836;44.47216452;0.229512072;NA;2006 2008 2007;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;14
1524;Irz et al. 2023;Irz et al. 2023;03180626;France;47535 47534 47533;44.31624548;-0.928692573;NA;2006 2007 2008;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;5.5
1525;Irz et al. 2023;Irz et al. 2023;03212395;France;47507;44.13023022;0.609389443;NA;2007;10;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;7
1526;Irz et al. 2023;Irz et al. 2023;03271000;France;47734 4783;44.17445938;-1.041281103;23;2007 2013;9 10;NA;2;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;11.9
1527;Irz et al. 2023;Irz et al. 2023;03180725;France;47862 47860 47863;45.20814999;1.071598082;NA;2007 2008 2006;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;6
1528;Irz et al. 2023;Irz et al. 2023;03222340;France;47791 47792 47790;44.83496557;-0.252764909;NA;2007 2006 2008;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;5
1529;Irz et al. 2023;Irz et al. 2023;03209949;France;48472 83072 83073 83296 83298 83457 86601;44.97700241;-0.201618527;NA;2007 2014 2017 2018 2019 2020 2021;10 9 10 9 8 9 10;NA;7;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8
1530;Irz et al. 2023;Irz et al. 2023;03221935;France;48081 48082 48079;44.8376261;0.534836751;NA;2007 2006 2008;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;13
1531;Irz et al. 2023;Irz et al. 2023;03216868;France;48278 48280 48279;44.93105303;-1.070686851;NA;2008 2006 2007;9 9 10;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8
1532;Irz et al. 2023;Irz et al. 2023;Risle à Saint-philbert-sur-risle;France;47275;43.479617;0.552541656;NA;2008;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;9.5
1533;Irz et al. 2023;Irz et al. 2023;03216905;France;48009 48005 48007 48002;43.008379;-0.68769497;7;2006 2008 2007 2011;9 9 10 10;NA;4;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8
1534;Irz et al. 2023;Irz et al. 2023;Douet Tourtel 2 à Epaignes;France;47994;44.47730374;-0.090399764;82;2008;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;2
1535;Irz et al. 2023;Irz et al. 2023;03221997;France;47270 47269 47271;45.13374655;1.207458302;NA;2007 2008 2006;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;14
1536;Irz et al. 2023;Irz et al. 2023;03216686;France;47817 47815 47814;44.78804321;-0.255849907;25;2006 2007 2008;9 10 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;12
1537;Irz et al. 2023;Irz et al. 2023;03222194;France;48425 48427 48426;45.49804361;1.056336448;NA;2008 2006 2007;9 9 9;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;10
1538;Irz et al. 2023;Irz et al. 2023;03213684;France;49038 49036 49035;44.89054313;0.552418006;25;2006 2007 2008;9 10 10;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8
1539;Irz et al. 2023;Irz et al. 2023;03180923;France;48586 48587;43.42946575;-1.179773523;NA;2007 2006;9 9;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;11
1540;Irz et al. 2023;Irz et al. 2023;03213736;France;47654 47653 47652;44.53222748;0.715782388;NA;2006 2007 2008;9 10 10;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;10
1541;Irz et al. 2023;Irz et al. 2023;03180875;France;48457;44.78496929;-0.556104283;NA;2007;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;13
1542;Irz et al. 2023;Irz et al. 2023;03213653;France;47472 47471;45.41144327;1.172896521;NA;2006 2007;9 10;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;7.5
1543;Irz et al. 2023;Irz et al. 2023;03207889;France;47465;43.34174393;-1.288184652;NA;2007;10;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;0
1544;Irz et al. 2023;Irz et al. 2023;Yeres à Cuverville-sur-yeres;France;48539;44.37250248;-0.334876375;NA;2007;10;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8
1545;Irz et al. 2023;Irz et al. 2023;Ganzeville à Ganzeville;France;49244 4160 49241;44.18571657;-1.069707604;23;2008 2013 2011;10 9 10;NA;3;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;4.77
1546;Irz et al. 2023;Irz et al. 2023;03181000;France;48985 48986;43.38232807;-1.332404429;NA;2007 2006;9 9;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;12
1547;Irz et al. 2023;Irz et al. 2023;04179000;France;51133;43.18006967;-0.907390382;72;2007;9;NA;1;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;15.41
1548;Irz et al. 2023;Irz et al. 2023;04023000;France;62384 21416;44.80033884;-0.455618394;220;2003 2013;7 8;NA;2;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;13.6
1549;Irz et al. 2023;Irz et al. 2023;Teche à Barrais-bussoles (Lapalisse);France;61837;45.00414033;-1.068404944;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1550;Irz et al. 2023;Irz et al. 2023;Valiergues à Mentieres;France;61836;44.67037462;-0.482779558;856;2010;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1551;Irz et al. 2023;Irz et al. 2023;Ris malnoce à Souvigny;France;61097;43.38738989;0.206232694;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1552;Irz et al. 2023;Irz et al. 2023;Sologne à Ainay-le-chateau;France;60925;44.47988758;0.544687719;NA;2010;4;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1553;Irz et al. 2023;Irz et al. 2023;Queudres à Chatillon;France;62064;43.19555108;-0.290673096;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1554;Irz et al. 2023;Irz et al. 2023;Ris des rois à Varennes-sur-teche;France;60356;43.18502176;-1.33589763;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1555;Irz et al. 2023;Irz et al. 2023;Teche à Bert;France;62496;44.36886906;-0.697804322;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1556;Irz et al. 2023;Irz et al. 2023;Venant à Blomard;France;60479;44.24740671;-0.783627912;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1557;Irz et al. 2023;Irz et al. 2023;ruisseau la ribière à Giat;France;62723;43.07153357;-0.606409797;739;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1558;Irz et al. 2023;Irz et al. 2023;Breuilh à Pierre-buffiere (Station de pompage;France;61548;44.98066027;-0.400468831;258;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1559;Irz et al. 2023;Irz et al. 2023;Venant à Voussac;France;60514;43.15621421;-0.588687665;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1560;Irz et al. 2023;Irz et al. 2023;Angaud à Billom;France;62735;44.06020973;-1.070532861;346;2010;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1561;Irz et al. 2023;Irz et al. 2023;Queune à Noyant-d'allier;France;62519;43.06854599;-1.117528948;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1562;Irz et al. 2023;Irz et al. 2023;Vallas à Saint-desire;France;60442;44.99200264;-0.795280343;NA;2010;4;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1563;Irz et al. 2023;Irz et al. 2023;Teche à Trezelles;France;60413;44.64967369;-0.898935501;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1564;Irz et al. 2023;Irz et al. 2023;Sologne à Vitray;France;61558;43.13611826;-1.365222203;NA;2010;4;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1565;Irz et al. 2023;Irz et al. 2023;Sologne à Brethon (le);France;61298;42.88574506;-0.408103467;NA;2010;4;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1566;Irz et al. 2023;Irz et al. 2023;Dronne à Bussiere-galant;France;60407;44.17009428;0.420038991;359;2010;8;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1567;Irz et al. 2023;Irz et al. 2023;Teche à Lapalisse;France;61385;45.55663588;1.046191095;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1568;Irz et al. 2023;Irz et al. 2023;Angaud à Montmorin;France;62778;43.3293169;0.589869142;435;2010;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1569;Irz et al. 2023;Irz et al. 2023;Betche au pont de la  D111 (Plainartige) à Nedde;France;60747;44.90837767;0.468692294;475;2010;8;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1570;Irz et al. 2023;Irz et al. 2023;Sologne à Saint-bonnet-troncais;France;60945;43.32793039;-1.715888612;NA;2010;4;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1571;Irz et al. 2023;Irz et al. 2023;Godiniere à Droiturier;France;60617;43.96872952;-1.09760745;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1572;Irz et al. 2023;Irz et al. 2023;ruisseau de la ribière à Saint-etienne-des-champs;France;61615;43.86285454;-0.079232709;706;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1573;Irz et al. 2023;Irz et al. 2023;ruisseau du saint-maigner à Saint-hilaire;France;60926;43.15471923;-0.40601075;514;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1574;Irz et al. 2023;Irz et al. 2023;Babory à Talizat;France;60557;44.85347531;-0.428071671;903;2010;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1575;Irz et al. 2023;Irz et al. 2023;Rode à Saint-clement;France;62167;43.67088281;-1.16659166;365;2010;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1576;Irz et al. 2023;Irz et al. 2023;Dronne à Dournazac (aval D6b);France;62152;42.95358568;-0.326386103;308;2010;8;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1577;Irz et al. 2023;Irz et al. 2023;Ruisseau de Lacelle à Lacelle;France;62334;43.8937297;-0.354393368;635;2010;8;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1578;Irz et al. 2023;Irz et al. 2023;"Issaure à Chateau-chervix \Les Ribières\""""";France;61827;44.18675836;-1.243834587;323;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1579;Irz et al. 2023;Irz et al. 2023;Dronne à Dournazac;France;60868;43.07886776;-0.257501505;327;2010;8;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1580;Irz et al. 2023;Irz et al. 2023;Gouttes barres à Bert;France;61109;44.7469308;-0.579119591;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1581;Irz et al. 2023;Irz et al. 2023;Valette à Chauchet (le);France;62772;44.16853886;-1.030174458;440;2010;10;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1582;Irz et al. 2023;Irz et al. 2023;Queune à Chatillon;France;60358;44.94604683;1.044162315;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1583;Irz et al. 2023;Irz et al. 2023;Tranchepie à Verneuil-sur-vienne (La Plante);France;62706;43.8526567;-0.065401624;345;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1584;Irz et al. 2023;Irz et al. 2023;Beuvreix à Ambazac (moulin de Crossat);France;61114;43.28465413;-1.606733072;280;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1585;Irz et al. 2023;Irz et al. 2023;Lespinat à Saint-clement;France;61793;44.09548804;-0.555858059;385;2010;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1586;Irz et al. 2023;Irz et al. 2023;Voueize à Peyrat-la-noniere;France;61393;44.39174419;0.940968395;427;2010;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1587;Irz et al. 2023;Irz et al. 2023;ruisseau le madet à Billom;France;61401;43.56194394;-1.457000024;370;2010;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1588;Irz et al. 2023;Irz et al. 2023;Ruisseau du Masgelier à Saint-vaury (Pont de Vlillevaleix);France;61341;44.81015559;1.154815744;NA;2010;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1589;Irz et al. 2023;Irz et al. 2023;Ruisseau du Masgelier à Grand-bourg (le pont de l'Arbet);France;61113;44.94113285;-0.99756396;NA;2010;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1590;Irz et al. 2023;Irz et al. 2023;Venant à Target;France;60990;43.16889715;-0.23647246;NA;2010;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1591;Irz et al. 2023;Irz et al. 2023;xx ruisseau de la Ribière xx à Nedde (Plainartige);France;62174;44.8233608;0.703928755;485;2010;8;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1592;Irz et al. 2023;Irz et al. 2023;Breuilh à Chateau-chervix;France;61257;43.6837511;-0.287921402;371;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;NA
1593;Irz et al. 2023;Irz et al. 2023;05167450;France;76690 25599 25603 25601 25600 76682;44.22116295;-0.960776265;285;1995 2002 1998 2000 2001 1994;9 9 8 8 8 9;NA;6;Temperate;NA;Fish;1;Pêche par ambiances;df_France_Irzetal_part1.xlsx;27.2
1594;Irz et al. 2023;Irz et al. 2023;06039500;France;36599 82535;43.10146916;-0.123131103;174;2011 2019;9 9;NA;2;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;190
1595;Irz et al. 2023;Irz et al. 2023;06045800;France;36452;44.86861038;-0.005396876;170;2011;9;NA;1;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;210
1596;Irz et al. 2023;Irz et al. 2023;06037300;France;36040 36043;43.64966855;-0.59132145;177;2011 2008;9 7;NA;2;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;16
1597;Irz et al. 2023;Irz et al. 2023;03133000;France;2310 1857 2076 2381 646;42.81176778;0.007549734;37;2011 2007 2009 2013 1989;6 9 9 9 4;NA;5;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;27.7
1598;Irz et al. 2023;Irz et al. 2023;01097000;France;2328 1871;43.03186669;-0.748315225;29;2011 2007;7 10;NA;2;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;11
1599;Irz et al. 2023;Irz et al. 2023;l'Yvrande à Virey;France;3648;43.25012057;-0.676442607;0;1999;11;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;2.2
1600;Irz et al. 2023;Irz et al. 2023;03226107;France;3084;42.97643481;-0.291073457;88;1983;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8.5
1601;Irz et al. 2023;Irz et al. 2023;03227561;France;4472;44.73536913;-0.165251656;12;1983;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;5.6
1602;Irz et al. 2023;Irz et al. 2023;L'Ille à Betton;France;5410;44.65706779;-0.301157222;33;1983;6;NA;1;Temperate;NA;Fish;1;Pêche partielle sur berge;df_France_Irzetal_part1.xlsx;21
1603;Irz et al. 2023;Irz et al. 2023;Le Ruisseau des Arches à Missiriac;France;5547;44.68700645;0.627952443;21;1981;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;4
1604;Irz et al. 2023;Irz et al. 2023;04217445;France;6605 43472;44.65237286;0.831953583;20;2008 2013;9 9;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;1.58
1605;Irz et al. 2023;Irz et al. 2023;04122990;France;7634 85771;44.61710769;-0.042618079;20;2008 2021;6 4;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;3.1
1606;Irz et al. 2023;Irz et al. 2023;04156200;France;7704 8266 8267 7876;43.09680652;-0.423197705;120;2009 2017 2015 2013;6 7 5 6;NA;4;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;3
1607;Irz et al. 2023;Irz et al. 2023;04131550;France;7733 7797;43.49222066;0.365549331;25;2009 2011;9 9;NA;2;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;8.17
1608;Irz et al. 2023;Irz et al. 2023;04118000;France;7802 8200 8199;42.9121945;-0.572620017;48;2011 2015 2017;9 9 8;NA;3;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;35
1609;Irz et al. 2023;Irz et al. 2023;04152500;France;7820 8107;43.13849359;-1.146671425;19;2011 2017;6 6;NA;2;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;11
1610;Irz et al. 2023;Irz et al. 2023;04103950;France;7791 8177 8176 8175;44.37553686;-0.678928944;22;2011 2013 2015 2017;6 9 6 5;NA;4;Temperate;NA;Fish;1;Pêche partielle par points (grand milieu);df_France_Irzetal_part1.xlsx;10
1611;Irz et al. 2023;Irz et al. 2023;Ruisseau de Villotte à Vitry-en-perthois;France;10665;45.02414303;-0.82938053;98;2010;9;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;3
1612;Irz et al. 2023;Irz et al. 2023;Ruisseau de la Fontaine aux Marivaux à Outrepont;France;9042;44.58320571;-0.852861931;102;2012;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;7
1613;Irz et al. 2023;Irz et al. 2023;Le ruisseau de Prêle à Linay;France;9239;42.97063912;-0.381298094;168;2010;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;2.64
1614;Irz et al. 2023;Irz et al. 2023;Le Ru de Faverolles à Baizil (le);France;10050;43.19412789;-0.112844761;194;2012;6;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;2
1615;Irz et al. 2023;Irz et al. 2023;02036264;France;12655;44.54977785;0.097717077;128;2011;5;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;4
1616;Irz et al. 2023;Irz et al. 2023;02001250;France;14497;44.57129359;-0.87617262;200;2011;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;4.73
1617;Irz et al. 2023;Irz et al. 2023;02003620;France;13623;44.61808459;-0.434754574;288;2010;7;NA;1;Temperate;NA;Fish;1;Pêche complète à un ou plusieurs passages;df_France_Irzetal_part1.xlsx;2.59
